path,score
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071365.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071366.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071367.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071368.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071369.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071370.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071371.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071372.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071373.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071374.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071375.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071376.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071377.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071378.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071379.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071380.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071381.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071382.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071383.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071384.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071385.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071386.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071387.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071388.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071389.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071390.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071391.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071392.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071393.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071394.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071395.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071396.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071397.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071398.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071399.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071400.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071401.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071402.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071403.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071404.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071405.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071406.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071407.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071408.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071409.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071410.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071411.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071412.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071413.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071414.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071415.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071416.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071417.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071418.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071419.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071420.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071421.JPG,0
